Title,Company,Job Type,Location,Link
Regional Account Manager,Influence Communication -,Full TimeHybrid,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Influence-Communication-Egypt-63583
Technical Office Manager,Mobica -,Full TimeOn-site,"Suez, Suez, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Mobica-Egypt-17185
Operation Specialist,multi logistic managment -,Full TimeOn-site,"Mansheya, Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/multi logistic managment-Egypt-125592
Assistant Manager - Visa Operations,Act Corporate Services -,Full TimeOn-site,"Dubai, United Arab Emirates",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Act Corporate Services-United Arab Emirates-118340
Sales Team -Leader,ECC Group -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Egyptian-Cultural-Center-Egypt-17801
Educational Counselor - (Remotely),IQRA Network -,Full TimeShift BasedRemote,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/IQRA-Network-United-States-54585
Accountant,Midar for Investment and Urban Development. -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/El-mostakbal-urban-Egypt-25960
Content Writer,FRIDAL -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/FRIDAL-Egypt-14596
IoT/PCB Lab Specialist - ASSUIT,Cultiv -,Full TimeOn-site,"New Assuit, Assiut, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Innoventures-Egypt-222
Senior Sales Advisor / Educational - Remotely,IQRA Network -,Full TimePart TimeRemote,"Mokattam, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/IQRA-Network-United-States-54585
QA & Sustainability Specialist,BariQ -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Raya-Holding-Egypt-21237
Tax Accountant,Midar for Investment and Urban Development. -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/El-mostakbal-urban-Egypt-25960
IoT /PCB Lab Specialist - BORG,Cultiv -,Full TimeOn-site,"Bourj Alarab, Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Innoventures-Egypt-222
Students Educational Advisor - (Remotely),IQRA Network -,Full TimeShift BasedRemote,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/IQRA-Network-United-States-54585
Logistics Specialist,TRAVCO GROUP -,Full TimeOn-site,"Sheikh Zayed, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/TRAVCO-GROUP-Egypt-17291
Customer Service Agent,IQRA Network -,Full TimeOn-site,"Abbassia, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/IQRA-Network-United-States-54585
Sales Coordinator ( Tire industry ),Global Tires Trading and Distribution -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Global-tires-Egypt-110948
Cashier,Global Tires Trading and Distribution -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Global-tires-Egypt-110948
Quality Manager,vegi farm -,Full TimeOn-site,"Alsalihiyyah Aljadidah, Sharqia, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-117080
Art Director,FRIDAL -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/FRIDAL-Egypt-14596
Senior Graphic Designer,Misr Elhegaz Group -,Full TimeOn-site,"Heliopolis, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Misr-Elhegaz-Group-Egypt-30751
Call Center Agent,Air Arabia -,Full TimeOn-site,"Mohandessin, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Air-Arabia-United-Arab-Emirates-24864
General Ledger Section Head,Modern Hygienic international -,Full TimeOn-site,"Heliopolis, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-110129
Project Manager,Rawwy LLC -,Full TimeRemote,"Sharjah, United Arab Emirates",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Rawwy LLC-Indonesia-125797
School doctor - New Cairo,Egyptian British International School -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Egyptian-British-International-School-Egypt-51109
ICT Teacher - Maternity Cover - Immediate Start,Egypt Education Platform -,Full TimeOn-site,"Rehab City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/GEMS-Education-Egypt-42339
Computer science,europa schule neu kairo -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/europa schule neu kairo-Egypt-124384
Head Librarian,Malvern College Egypt -,Full TimeOn-site,"Katameya, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Malvern-College-Egypt-Egypt-22687
Accountant,Hyundai Rotem -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Hyundai-Rotem-Egypt-28521
Social Media Manager,Module  -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Module-Egypt-75389
Content Creator – Furniture & interior design Industry,Module  -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Module-Egypt-75389
Sales Engineer-Kitchens&Dressing,Module  -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Module-Egypt-75389
Legal Affairs Manager - Real Estate,Aayan Developments -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-125445
Graphic Designer,Rowad Modern Engineering -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Rowad-Modern-Engineering-Egypt-8251
Call Center Agent Alex Residents,VOIS Egypt -,Full TimeRemote,"Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/VOIS-Egypt-Egypt-967
Telesales Agent - Etisalat UAE (B2 English) - Maadi,Etisalat Egypt -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Etisalat-Misr-Egypt-4219
Office administration Alexandria office - UK Medical Clinics,Maksoud Medical Ltd -,Full TimeOn-site,"Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Maksoud-Medical-Ltd-Egypt-29927
B2B Sales Executive,Riven -,Full TimeRemote,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Riven-Egypt-125788
Sales Executive,AssureNet -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-102139
Sales Account Manager,Confidential -,Full TimeHybrid,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/ZaAXZEnBGfGS-Sales-Account-Manager-Cairo-Egypt
Program Management Internship,USAM -,InternshipRemote,"Heliopolis, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/USAM-Egypt-125580
Customer Service Agent,Alexandria Estates -,Full TimeRemote,"London, United Kingdom",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Alexandria Estates-Egypt-113768
B2B Sales Manager,Confidential -,Part TimeRemote,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/WCIsk6e54ZRE-B2B-Sales-Manager-Cairo-Egypt
Content Creator and Social Media Specialist,Monglish Academy -,Full TimeOn-site,"Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Monglish-Academy-Egypt-64151
Backend Developer,Monglish Academy -,Full TimeOn-site,"Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Monglish-Academy-Egypt-64151
Front End Developer,Monglish Academy -,Full TimeOn-site,"Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Monglish-Academy-Egypt-64151
Network Engineer,Monglish Academy -,Full TimeOn-site,"Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Monglish-Academy-Egypt-64151
Hotel Operations Specialist,Danat Travels  -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Final-Call-Egypt-96490
Art Director,Monglish Academy -,Full TimeOn-site,"Glim, Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Monglish-Academy-Egypt-64151
Account Manager,Monglish Academy -,Full TimeOn-site,"Glim, Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Monglish-Academy-Egypt-64151
Sales Account Manager/ Business Developer,Gulf Data International  -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Gulf-Data-International-Egypt-17379
Personnel Specialist,GROOVY Medical Spa -,Full TimeOn-site,"Heliopolis, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/GROOVY-Medical-Spa-Egypt-17863
UI UX Designer,Pyramids Pharmacy  -,Part TimeRemote,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Pyramids Pharmacy-Egypt-90813
Site Project Manager,PAVILLION ARCHITECTS -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/pavillionarchitects-Egypt-42884
Branch Manager (Tire showroom),Global Tires Trading and Distribution -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Global-tires-Egypt-110948
Customer Support Agent – Mobile Applications,Madar Soft -,Full TimeRemote,"Fleming, Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Madar-Soft-Egypt-14834
Property Colsultant - El Sheikh Zayed,Property Hills -,Full TimeOn-site,"Sheikh Zayed, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Property-Hills-Egypt-42935
Store Keeper,Taj Misr Developments  -,Full TimeOn-site,"New Capital, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Taj-Misr-Developments-Egypt-63178
Accounting Manager,zaytoun development  -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/zaytoun development-Egypt-122354
Medical Sales Representative,Innovinity Medical Hub -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Innovinity-Egypt-55726
Junior Mechanical Procurement Engineer,New Plan  -,Full TimeOn-site,"Sheraton, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/AlKhalil-Egypt-32501
Entrepreneurship Programs Coordinator,ievents -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/ievents-Egypt-125774
ERP Application Consultant,ContrackFM -,Full TimeOn-site,"Downtown, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/CONTRACKFM-Egypt-11002
Graphic Designer,Etisal EG -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Etisal-EG-Egypt-33245
Senior Accountant,Si-Vision -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Silicon-Vision-Egypt-14381
Airport Representative,BCD-EWT   -,Full TimeOn-site,"Heliopolis, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/East West Travel-Egypt-89589
Senior Treasury Specialist,Amreyah Cement -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Amreyah-Cement---InterCement-Egypt-11531
Quality Assurance IPC Supervisor,EVA Cosmetics   -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/EVA-Cosmetics-Egypt-8243
Secretary,Ahmed Said Dental Clinic -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Ahmed-Said-Dental-Clinic-Egypt-76935
Sales Engineer,Mrhome -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-124329
Customer Service Administrator,Sky Express -,Full TimeOn-site,"Smouha, Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/sky-express-Egypt-5449
Junior Electrical Procurement Engineer,New Plan  -,Full TimeOn-site,"Sheraton, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/AlKhalil-Egypt-32501
IT Help Desk Specialist,Misr International Hospital -,Full TimeOn-site,"Dokki, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-104632
Administrative Secretary,Gama Academy -,Full TimeOn-site,"Heliopolis, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/--95598
Math Teacher,Gama Academy -,Full TimePart TimeOn-site,"Haram, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/--95598
Receptionist,ORC  -,Full TimeOn-site,"Sheikh Zayed, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/ORC-Egypt-85309
Laboratory Chemist,Economic Group  -,Full TimeOn-site,"Qaha, Qalubia, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Economic-Group-Egypt-92844
Human Resources Generalist,EL RAYA for Trading and Marketing  -,Full TimeOn-site,"Tanta, Gharbia, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/EL-RAYA-Egypt-25836
Senior Internal Auditor,Confidential -,Full TimeOn-site,"Mohandessin, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/Obx7ai6xAecf-Senior-Internal-Auditor-Giza-Egypt
Joinery Estimation Engineer,AFF Wood work -,Full TimeRemote,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/AFF Wood work-Egypt-125770
Product Designer UX/UI,WUZZUF -,Full TimeHybrid,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/WUZZUF-Egypt-15061
"Accountant ""Female Only""",Property Hills -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Property-Hills-Egypt-42935
Logistics Coordinator - Work from Home,"My Truck Logistics, LLC   -",Full TimeRemote,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-92334
Quality Engineer,etisal for advanced industries  -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/etisal-for-advanced-industries-Egypt-83648
Teamleader ( Head office ),UCMAS Academy -,Full TimeOn-site,"Heliopolis, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/UCMAS-Academy-Egypt-1557
Back-end Developer (PHP),Vijua -,Full TimeRemote,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Vijua-Egypt-5642
Graphic UI/UX Designer,Vijua -,Full TimeRemote,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Vijua-Egypt-5642
Digital Marketing Specialist,Vijua -,Full TimeRemote,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Vijua-Egypt-5642
Recruitment Specialist,Arab Otsuka Nutraceuticals   -,Full TimeOn-site,"10th of Ramadan City, Sharqia, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-95757
Talent Management Section Head,Modern Hygienic international -,Full TimeOn-site,"Ain Sokhna, Suez, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-110129
Arch Technical Office Manager,Redcon Spain -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Redcon-Spain-Egypt-38501
Sr. Investment And Financial Analyst,Creative Motion -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Creative-Motion-Egypt-18862
Sales Designer,Creative Closets -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Creative-Closets-Egypt-43217
Senior Structural Engineer | Saudi Arabia,Confidential -,Full TimeOn-site,"Riyadh, Saudi Arabia",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/lvCVeTQEtpWn-Senior-Structural-Engineer-Saudi-Arabia-Riyadh-Saudi-Arabia
Social Media Account Manager,sumthinghub -,Full TimeHybrid,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/sumthinghub-Egypt-125766
International Sales Account Manager,Storlytics  -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Storlytics Egypt-Egypt-112505
B2B Sales Representative,Creative Closets -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Creative-Closets-Egypt-43217
Steel Structural Engineer,Cairo Consult -,Full TimeOn-site,"Sheraton, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Cairo-Consult-Egypt-113053
lab specialist,AFI FOOD -,Full TimeOn-site,"Obour City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Gandour-Egypt-38395
CEO Personal Assistant,AL-Ahram Group -,Full TimeOn-site,"Sheraton, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/AL-Ahram Group-Egypt-87360
Technical Office Team Leader,Redcon Spain -,Full TimeOn-site,"New Capital, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Redcon-Spain-Egypt-38501
Architectural Engineer Technical Office.,IVEC Contracting -,Full TimeOn-site,"Heliopolis, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-115851
Data Entry,MARK ROVER -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-118259
Senior Accountant,Royal Air Maroc -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Royal-Air-Maroc-Egypt-42889
Senior Devops Engineer,Royal Cyber -,Full TimeOn-site,"Riyadh, Saudi Arabia",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Royal-Cyber-India-86982
Experienced Sales Engineer - Outdoor,Masa Industrial Development  -,Full TimeOn-site,"Hadayek Alahram, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Masa Industrial Development-Egypt-93218
Senior Medical Representative (Commercial Excellence),Infinity Clinic Pharma -,Full TimeOn-site,"Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Infinity-Clinic-Pharma-Egypt-19170
Admin Assistant,Azza Fahmy Jewellery -,Full TimeOn-site,"Zamalek, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Azza-Fahmy-Jewellery-Egypt-15367
Telecom Operations Manager,Etisalat Egypt -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Etisalat-Misr-Egypt-4219
Medical Sales Representative,Temco -,Full TimeOn-site,"Dokki, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Temco-Egypt-4886
Process Quality Internship - Alexandria,Prometeon tyres group – Egypt -,InternshipOn-site,"Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Pirelli-Egypt-4786
Security Guard,MCC -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/MCC-Egypt-94640
Account Manager (Booths & Exhibitions),WideVision -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/WideVision-Egypt-125454
Media Buyer,Confidential -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/x3IONySQuWWi-Media-Buyer-Giza-Egypt
Call Center Agent,VOIS Egypt -,Full TimeHybrid,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/VOIS-Egypt-Egypt-967
Assistance Services Coordinator,Confidential -,Full TimeShift BasedOn-site,"Smart Village, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/2bDv9Ebhp5V5-Assistance-Services-Coordinator-Giza-Egypt
"Admission , Marketing & Administration Paid Internship Programs",Smart Jobs -,InternshipOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Freelancer-Egypt-37290
Senior Steel Detailer Engineer,EAST  -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/EAST-Egypt-14673
Financial Planning Analyst - Supply Chain,Beyti - an Almarai Subsidiary  -,Full TimeOn-site,"Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Beyti---A-Joint-Venture-of-Almarai---Pepsico-Egypt-28089
Senior Human Resources,Lemonspaces -,Full TimeOn-site,"Downtown, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Lemonspaces-Egypt-68511
Billing Accountant (Assuit),Raya Distribution -,Full TimeOn-site,"Assuit, Assiut, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Raya-Distribution-Egypt-1495
Sales Manager,Kahhal 1871 -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Kahhal 1871-Egypt-125760
Nurse,Boutique Dental District -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Boutique Dental District-Egypt-125456
